id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Subscribed
4801,46,management,divorced,tertiary,no,1329,no,no,cellular,3,jul,247,2,-1,0,unknown,1
4802,25,technician,single,tertiary,no,1693,no,no,cellular,5,jun,96,2,-1,0,unknown,0
4803,55,management,divorced,tertiary,no,9756,yes,no,cellular,5,jun,103,2,95,1,other,1
4804,50,unemployed,married,secondary,no,49,yes,no,cellular,21,jul,237,1,-1,0,unknown,0
4805,37,management,married,tertiary,no,657,no,no,unknown,6,jun,227,1,-1,0,unknown,0
4806,39,housemaid,divorced,primary,no,239,no,no,cellular,29,aug,204,2,-1,0,unknown,0
4807,27,services,single,secondary,no,-124,no,no,cellular,18,jul,217,1,-1,0,unknown,0
4808,53,entrepreneur,married,unknown,no,2496,no,yes,cellular,18,nov,94,1,-1,0,unknown,0
4809,47,blue-collar,married,primary,no,554,yes,no,unknown,4,jun,69,1,-1,0,unknown,0
4810,37,blue-collar,married,primary,no,0,yes,no,unknown,19,jun,129,3,-1,0,unknown,0
4811,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,1
4812,59,unknown,married,tertiary,no,499,no,no,cellular,29,jan,966,1,-1,0,unknown,0
4813,65,management,married,secondary,no,587,no,no,cellular,15,apr,223,2,-1,0,unknown,1
4814,47,admin.,married,secondary,no,29,no,yes,cellular,22,aug,150,8,-1,0,unknown,0
4815,38,management,married,tertiary,no,845,no,no,cellular,23,sep,134,1,-1,0,unknown,0
4816,48,management,married,primary,no,2803,yes,no,unknown,6,jun,30,24,-1,0,unknown,0
4817,37,blue-collar,single,secondary,no,111,yes,no,unknown,9,may,217,2,-1,0,unknown,0
4818,54,management,married,unknown,no,24,no,no,cellular,31,jul,12,10,-1,0,unknown,0
4819,36,entrepreneur,married,secondary,no,24,yes,no,cellular,20,apr,88,1,154,2,failure,0
4820,25,blue-collar,married,secondary,no,59,yes,no,cellular,25,jul,246,1,-1,0,unknown,0
4821,47,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27,1,-1,0,unknown,0
4822,28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,2,-1,0,unknown,1
4823,30,management,married,tertiary,no,451,no,no,cellular,5,may,173,1,274,3,failure,0
4824,43,management,married,tertiary,no,439,no,no,unknown,17,jun,71,1,-1,0,unknown,0
4825,55,blue-collar,married,primary,no,728,yes,no,cellular,7,may,247,1,-1,0,unknown,0
4826,48,entrepreneur,married,secondary,no,568,no,no,unknown,11,jun,148,4,-1,0,unknown,0
4827,35,management,single,tertiary,no,68,no,no,unknown,6,jun,1085,1,-1,0,unknown,1
4828,32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,1
4829,41,blue-collar,single,tertiary,no,6025,no,no,unknown,19,jun,559,1,-1,0,unknown,0
4830,30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,1
4831,48,management,married,tertiary,yes,0,no,yes,unknown,18,jun,103,1,-1,0,unknown,0
4832,36,blue-collar,married,secondary,no,-318,yes,no,cellular,14,jul,135,2,-1,0,unknown,0
4833,33,technician,married,secondary,no,133,no,no,cellular,12,nov,627,2,192,1,success,1
4834,39,blue-collar,single,primary,no,323,yes,no,unknown,5,jun,138,3,-1,0,unknown,0
4835,30,unemployed,single,tertiary,no,302,no,no,cellular,11,feb,528,3,-1,0,unknown,1
4836,56,technician,divorced,tertiary,no,401,yes,no,telephone,20,nov,26,1,-1,0,unknown,0
4837,38,blue-collar,married,primary,no,1099,yes,no,cellular,15,may,22,5,-1,0,unknown,0
4838,41,management,married,tertiary,no,1272,yes,no,cellular,17,nov,214,1,-1,0,unknown,0
4839,52,admin.,divorced,secondary,no,-402,yes,no,cellular,21,nov,151,1,-1,0,unknown,0
4840,43,technician,married,secondary,no,4945,yes,no,cellular,3,sep,219,3,185,2,success,1
4841,43,blue-collar,married,secondary,no,1376,yes,no,unknown,8,may,235,4,-1,0,unknown,0
4842,36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure,0
4843,43,blue-collar,married,primary,no,60,no,no,cellular,8,may,487,2,367,2,other,0
4844,32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,0
4845,25,blue-collar,single,secondary,no,51,yes,no,cellular,6,may,70,3,356,4,other,0
4846,37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,1
4847,52,technician,married,secondary,no,0,yes,no,cellular,7,sep,211,1,294,1,failure,1
4848,32,admin.,married,secondary,no,1031,yes,no,cellular,17,jul,84,1,-1,0,unknown,0
4849,39,admin.,married,secondary,no,130,yes,yes,cellular,4,feb,1290,2,-1,0,unknown,1
4850,34,admin.,married,secondary,no,580,yes,yes,cellular,11,may,228,1,-1,0,unknown,0
4851,44,blue-collar,married,secondary,no,294,yes,no,cellular,2,feb,246,1,259,2,failure,0
4852,27,services,single,secondary,no,1928,no,yes,cellular,15,jul,513,5,-1,0,unknown,0
4853,56,admin.,single,secondary,no,2815,yes,no,cellular,11,sep,212,1,-1,0,unknown,1
4854,43,unemployed,married,secondary,no,0,yes,no,unknown,6,may,37,2,-1,0,unknown,0
4855,28,student,single,tertiary,no,111,no,no,cellular,10,mar,70,2,-1,0,unknown,0
4856,29,blue-collar,divorced,secondary,no,-300,no,no,unknown,21,may,192,1,-1,0,unknown,0
4857,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,aug,232,2,-1,0,unknown,1
4858,52,services,married,secondary,no,1351,yes,no,telephone,6,feb,11,3,-1,0,unknown,0
4859,44,blue-collar,married,primary,no,582,no,no,cellular,21,jul,83,2,-1,0,unknown,0
4860,32,blue-collar,married,primary,no,1261,yes,no,cellular,21,nov,104,1,182,1,failure,0
4861,39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,2,-1,0,unknown,1
4862,60,technician,married,secondary,no,216,yes,yes,cellular,2,feb,214,1,-1,0,unknown,0
4863,40,blue-collar,single,primary,no,0,yes,yes,cellular,11,may,114,2,-1,0,unknown,0
4864,41,unemployed,married,primary,no,1483,yes,no,unknown,13,may,227,1,-1,0,unknown,0
4865,60,retired,married,secondary,no,1853,no,no,cellular,10,feb,234,1,183,1,success,1
4866,37,technician,married,secondary,no,1762,no,no,cellular,16,apr,334,2,-1,0,unknown,1
4867,42,admin.,single,tertiary,no,519,yes,no,unknown,2,jun,150,3,-1,0,unknown,0
4868,49,management,divorced,tertiary,no,755,no,no,cellular,31,jul,1212,4,-1,0,unknown,1
4869,32,technician,married,secondary,no,3095,no,no,cellular,12,aug,204,10,-1,0,unknown,0
4870,46,management,divorced,tertiary,no,461,no,no,cellular,30,dec,369,2,-1,0,unknown,1
4871,29,technician,single,tertiary,no,433,yes,no,unknown,9,may,247,1,-1,0,unknown,0
4872,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,1
4873,35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,1
4874,43,blue-collar,single,secondary,no,740,yes,no,unknown,20,jun,585,2,-1,0,unknown,1
4875,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,1
4876,41,blue-collar,married,primary,no,620,no,no,cellular,28,jan,314,1,-1,0,unknown,0
4877,31,blue-collar,married,secondary,no,1138,yes,yes,unknown,21,may,254,3,-1,0,unknown,0
4878,47,unemployed,divorced,secondary,no,176,no,no,unknown,19,jun,91,2,-1,0,unknown,0
4879,27,self-employed,married,secondary,yes,254,yes,yes,cellular,29,jan,194,1,188,1,failure,0
4880,31,technician,divorced,tertiary,no,2287,yes,no,unknown,21,may,97,1,-1,0,unknown,0
4881,25,services,married,secondary,no,806,yes,yes,cellular,15,may,193,2,-1,0,unknown,0
4882,41,management,married,tertiary,no,3353,no,no,cellular,8,aug,51,2,-1,0,unknown,0
4883,41,entrepreneur,married,tertiary,no,367,no,yes,cellular,9,feb,13,5,-1,0,unknown,0
4884,27,services,single,secondary,no,302,no,no,cellular,3,jul,203,1,-1,0,unknown,1
4885,39,housemaid,married,primary,no,0,yes,no,telephone,16,jul,129,6,-1,0,unknown,0
4886,53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,aug,695,3,-1,0,unknown,0
4887,37,management,single,tertiary,no,62,yes,no,cellular,2,aug,428,2,272,8,success,1
4888,40,entrepreneur,married,secondary,no,-125,no,yes,cellular,31,jul,369,5,-1,0,unknown,0
4889,31,blue-collar,married,secondary,no,30,yes,no,unknown,11,jun,172,14,-1,0,unknown,0
4890,52,housemaid,married,secondary,no,14363,no,no,unknown,5,jun,132,1,-1,0,unknown,0
4891,27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,1
4892,35,technician,married,secondary,no,2201,no,no,telephone,12,apr,350,1,-1,0,unknown,1
4893,30,management,single,tertiary,no,2017,yes,no,cellular,18,may,213,4,-1,0,unknown,0
4894,47,technician,married,secondary,no,677,no,no,cellular,20,aug,131,8,-1,0,unknown,0
4895,36,unemployed,married,secondary,no,-35,no,no,cellular,30,jan,339,3,-1,0,unknown,0
4896,58,management,married,secondary,no,407,yes,no,cellular,29,jul,145,2,-1,0,unknown,0
4897,30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,-1,0,unknown,1
4898,51,services,married,unknown,no,518,no,no,unknown,5,jun,312,3,-1,0,unknown,0
4899,40,retired,divorced,primary,no,919,yes,no,cellular,14,may,103,2,-1,0,unknown,0
4900,30,self-employed,married,tertiary,no,163,yes,no,cellular,18,may,149,1,362,8,other,0
4901,51,admin.,divorced,secondary,no,-20,no,no,unknown,1,jul,58,1,-1,0,unknown,0
4902,49,services,single,secondary,no,308,yes,no,unknown,4,jun,96,3,-1,0,unknown,0
4903,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,1
4904,33,services,married,secondary,no,0,yes,yes,cellular,31,jul,35,29,-1,0,unknown,0
4905,35,self-employed,married,secondary,no,598,yes,no,cellular,20,apr,245,1,-1,0,unknown,0
4906,35,admin.,married,secondary,no,11,yes,no,cellular,23,jul,103,4,-1,0,unknown,0
4907,73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,1
4908,79,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,9,-1,0,unknown,1
4909,31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,0
4910,52,services,divorced,secondary,no,2455,no,no,cellular,25,jul,289,1,-1,0,unknown,0
4911,59,services,married,primary,no,31,no,no,unknown,16,jun,41,3,-1,0,unknown,0
4912,35,blue-collar,married,secondary,no,0,yes,no,cellular,17,apr,203,1,-1,0,unknown,0
4913,59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,1,-1,0,unknown,1
4914,27,technician,married,secondary,no,7102,yes,no,unknown,30,may,141,9,-1,0,unknown,0
4915,45,admin.,divorced,primary,no,1807,yes,no,unknown,6,jun,118,2,-1,0,unknown,0
4916,43,technician,married,tertiary,no,80,no,no,cellular,28,aug,9,32,-1,0,unknown,0
4917,37,management,single,tertiary,no,400,yes,no,unknown,16,jun,244,1,-1,0,unknown,0
4918,40,blue-collar,married,primary,no,4608,yes,no,telephone,19,nov,111,2,156,1,failure,0
4919,52,management,married,tertiary,no,4358,no,no,telephone,31,jul,30,7,-1,0,unknown,0
4920,26,services,single,secondary,no,127,yes,yes,cellular,23,jul,85,3,-1,0,unknown,0
4921,30,technician,married,tertiary,no,0,no,no,cellular,7,aug,111,5,-1,0,unknown,0
4922,37,admin.,married,secondary,no,1314,yes,no,cellular,22,may,74,1,14,9,failure,0
4923,28,student,single,secondary,no,0,no,no,cellular,5,feb,15,8,-1,0,unknown,0
4924,44,entrepreneur,divorced,secondary,no,456,no,no,unknown,20,jun,110,3,-1,0,unknown,0
4925,46,management,divorced,tertiary,no,770,yes,no,unknown,16,may,94,1,-1,0,unknown,0
4926,32,blue-collar,married,primary,no,268,yes,yes,cellular,18,may,189,1,-1,0,unknown,0
4927,35,management,single,tertiary,no,1632,yes,no,unknown,2,jun,430,2,-1,0,unknown,0
4928,44,technician,divorced,secondary,no,0,yes,yes,cellular,14,aug,388,2,-1,0,unknown,0
4929,31,technician,married,secondary,no,1173,yes,no,cellular,14,jul,444,3,-1,0,unknown,1
4930,36,blue-collar,married,secondary,no,1587,yes,no,cellular,28,jul,200,2,-1,0,unknown,0
4931,39,blue-collar,single,secondary,no,94,no,yes,cellular,23,jul,87,3,-1,0,unknown,0
4932,36,management,married,tertiary,no,96,no,no,cellular,30,jul,729,4,-1,0,unknown,1
4933,41,management,married,tertiary,no,5561,no,no,cellular,20,aug,649,2,-1,0,unknown,1
4934,33,management,married,tertiary,no,158,no,no,cellular,6,feb,192,2,-1,0,unknown,1
4935,30,admin.,married,secondary,no,2284,yes,no,cellular,19,nov,154,1,-1,0,unknown,0
4936,31,blue-collar,married,secondary,no,505,yes,no,cellular,17,apr,218,4,329,2,other,0
4937,33,blue-collar,married,secondary,no,0,no,no,cellular,29,jul,454,6,-1,0,unknown,1
4938,41,blue-collar,single,primary,no,74,no,no,unknown,9,jul,193,4,-1,0,unknown,0
4939,42,entrepreneur,married,secondary,no,0,yes,no,cellular,20,nov,73,4,-1,0,unknown,0
4940,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,1
4941,29,technician,single,secondary,no,110,yes,no,cellular,13,apr,1036,1,-1,0,unknown,1
4942,44,management,married,unknown,no,282,no,no,cellular,6,oct,296,3,-1,0,unknown,1
4943,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,1
4944,45,technician,married,secondary,no,2571,no,no,unknown,18,jun,146,2,-1,0,unknown,0
4945,35,blue-collar,married,secondary,no,1615,yes,no,cellular,7,may,1051,2,-1,0,unknown,0
4946,42,unemployed,married,tertiary,no,576,no,no,cellular,27,feb,156,1,-1,0,unknown,1
4947,31,admin.,married,secondary,no,35,no,no,cellular,13,aug,315,2,105,1,success,1
4948,69,management,married,tertiary,no,840,no,no,telephone,5,feb,128,3,-1,0,unknown,1
4949,47,admin.,married,secondary,no,1387,yes,no,cellular,14,oct,158,1,826,1,failure,0
4950,42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,-1,0,unknown,0
4951,54,housemaid,divorced,tertiary,no,9,no,yes,cellular,29,jul,136,3,-1,0,unknown,0
4952,47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success,0
4953,52,admin.,married,secondary,no,5517,yes,yes,cellular,29,jul,163,2,-1,0,unknown,0
4954,39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,0
4955,31,technician,single,secondary,no,109,yes,no,unknown,21,may,419,1,-1,0,unknown,0
4956,49,blue-collar,married,secondary,no,0,no,no,cellular,14,aug,189,4,-1,0,unknown,0
4957,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,1
4958,29,admin.,single,secondary,no,196,no,no,telephone,2,feb,268,1,-1,0,unknown,0
4959,27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,unknown,1
4960,27,student,single,tertiary,no,5741,no,no,cellular,22,feb,368,1,185,2,failure,0
4961,37,services,single,secondary,no,54,yes,no,cellular,10,jul,118,1,-1,0,unknown,0
4962,53,admin.,married,secondary,no,8892,yes,no,cellular,20,nov,151,1,-1,0,unknown,0
4963,47,management,single,tertiary,no,334,yes,no,cellular,28,jun,614,3,94,9,success,1
4964,22,admin.,single,secondary,no,1157,yes,yes,cellular,18,may,336,2,-1,0,unknown,0
4965,60,services,married,secondary,no,1446,no,no,cellular,21,aug,283,6,-1,0,unknown,0
4966,35,technician,single,tertiary,no,211,no,no,cellular,4,aug,53,1,-1,0,unknown,0
4967,39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,unknown,1
4968,33,technician,single,tertiary,no,258,no,no,cellular,12,mar,80,4,-1,0,unknown,1
4969,37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,1,-1,0,unknown,1
4970,32,admin.,married,secondary,no,366,no,no,cellular,14,jan,366,2,-1,0,unknown,1
4971,33,blue-collar,married,primary,no,50,yes,no,cellular,7,may,246,2,-1,0,unknown,0
4972,35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,-1,0,unknown,1
4973,45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown,1
4974,27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,1
4975,37,technician,married,tertiary,no,127,yes,no,cellular,25,aug,192,1,193,1,success,1
4976,41,technician,married,secondary,no,4004,no,no,cellular,17,apr,314,2,-1,0,unknown,1
4977,38,technician,married,secondary,no,201,yes,no,cellular,2,feb,43,1,-1,0,unknown,0
4978,34,technician,single,tertiary,no,992,yes,no,cellular,5,feb,71,2,-1,0,unknown,1
4979,33,management,married,tertiary,no,594,yes,yes,cellular,9,feb,21,5,-1,0,unknown,0
4980,35,management,divorced,tertiary,no,771,yes,yes,cellular,18,aug,221,5,-1,0,unknown,0
4981,32,management,single,tertiary,no,3097,yes,no,cellular,20,nov,167,1,-1,0,unknown,0
4982,60,unemployed,married,secondary,no,957,no,no,cellular,8,sep,246,1,184,3,success,1
4983,34,blue-collar,married,secondary,no,837,yes,yes,cellular,13,apr,495,1,-1,0,unknown,0
4984,51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown,1
4985,35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,0
4986,45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268,1,-1,0,unknown,0
4987,33,services,single,tertiary,no,395,yes,no,cellular,23,jul,1359,6,-1,0,unknown,1
4988,30,management,single,tertiary,no,2,yes,yes,cellular,25,jul,1031,8,-1,0,unknown,1
4989,54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,1
4990,58,technician,married,secondary,no,7495,yes,no,unknown,13,may,325,1,-1,0,unknown,0
4991,39,management,married,tertiary,no,2450,no,no,cellular,20,nov,382,2,-1,0,unknown,0
4992,55,services,married,secondary,no,2476,yes,no,unknown,5,may,579,1,-1,0,unknown,1
4993,39,blue-collar,single,secondary,no,519,yes,yes,cellular,20,nov,149,1,155,14,failure,0
4994,30,management,married,tertiary,no,1077,no,no,cellular,9,dec,124,1,-1,0,unknown,0
4995,35,services,divorced,secondary,no,440,yes,no,unknown,2,jun,101,1,-1,0,unknown,0
4996,45,admin.,married,secondary,no,985,yes,no,unknown,13,may,390,1,-1,0,unknown,0
4997,48,blue-collar,married,secondary,no,425,yes,no,telephone,9,jul,693,2,-1,0,unknown,0
4998,53,blue-collar,married,primary,no,252,no,no,cellular,31,jul,727,4,-1,0,unknown,1
4999,45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,288,1,other,1
5000,35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,1,-1,0,unknown,1
5001,36,management,married,tertiary,no,274,no,no,cellular,13,aug,122,2,-1,0,unknown,0
5002,35,management,married,tertiary,no,323,no,no,cellular,11,jan,261,2,-1,0,unknown,1
5003,30,student,single,tertiary,no,7529,no,no,cellular,20,apr,175,6,183,1,success,1
5004,33,technician,single,secondary,no,810,yes,no,unknown,27,may,133,1,-1,0,unknown,0
5005,54,management,married,tertiary,no,3795,yes,yes,cellular,17,nov,227,2,119,1,failure,0
5006,34,management,single,tertiary,no,-578,yes,no,cellular,18,may,767,2,-1,0,unknown,1
5007,45,blue-collar,married,primary,no,97,yes,no,unknown,7,may,923,3,-1,0,unknown,0
5008,42,admin.,single,secondary,no,283,yes,no,unknown,19,jun,446,1,-1,0,unknown,0
5009,47,admin.,divorced,secondary,no,295,yes,no,unknown,6,jun,94,2,-1,0,unknown,1
5010,45,blue-collar,married,unknown,no,419,no,no,unknown,5,jun,420,1,-1,0,unknown,0
5011,57,technician,married,secondary,no,458,no,yes,cellular,15,jul,177,3,-1,0,unknown,0
5012,45,management,married,secondary,no,1134,no,yes,cellular,9,feb,102,4,-1,0,unknown,0
5013,43,technician,married,tertiary,no,4333,yes,no,cellular,20,nov,1490,3,-1,0,unknown,1
5014,50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,1
5015,26,blue-collar,single,secondary,no,154,yes,no,cellular,18,may,1010,2,356,2,failure,0
5016,33,management,married,tertiary,no,191,no,no,cellular,13,aug,1148,2,-1,0,unknown,1
5017,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,1
5018,45,blue-collar,married,primary,no,71,no,no,unknown,26,jun,138,2,-1,0,unknown,0
5019,30,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,0
5020,32,blue-collar,married,primary,no,1138,yes,yes,unknown,6,jun,164,4,-1,0,unknown,0
5021,36,management,single,tertiary,no,0,yes,no,cellular,16,jul,155,2,-1,0,unknown,0
5022,31,blue-collar,single,secondary,no,-173,yes,no,unknown,4,jun,121,2,-1,0,unknown,0
5023,26,unemployed,single,secondary,no,1,no,no,telephone,31,jul,14,20,-1,0,unknown,0
5024,27,services,single,secondary,no,54,yes,no,unknown,28,may,543,2,-1,0,unknown,1
5025,31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,1
5026,44,blue-collar,divorced,primary,no,25,yes,no,cellular,13,may,201,1,344,7,failure,0
5027,43,blue-collar,married,primary,no,0,no,no,unknown,12,jun,30,1,-1,0,unknown,0
5028,31,services,married,secondary,no,1273,yes,no,unknown,23,may,442,1,-1,0,unknown,0
5029,72,retired,single,tertiary,no,614,no,no,cellular,14,aug,553,1,-1,0,unknown,0
5030,43,housemaid,single,primary,no,800,yes,no,cellular,13,may,902,1,-1,0,unknown,1
